name,popularity,track_number,type,duration_ms,artists_list,release_date,artist_name,artist_popularity,artist_followers,artist_genres,artist_main_artist
Light Switch,79,3,track,187703,Charlie Puth,2022-10-06,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
Attention,85,2,track,208786,Charlie Puth,2018-05-11,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
See You Again (feat. Charlie Puth),85,1,track,229525,"Wiz Khalifa, Charlie Puth",2015,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
BED,74,1,track,178087,"Joel Corry, RAYE, David Guetta",2021-02-26,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Escapism.,86,5,track,272373,"RAYE, 070 Shake",2023-02-03,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Prada,94,1,track,132359,"cassö, RAYE, D-Block Europe",2023-08-11,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Dynamite,83,8,track,199053,BTS,2020-11-20,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
Take Two,85,1,track,229953,BTS,2023-06-09,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
Left and Right (Feat. Jung Kook of BTS),83,6,track,154486,"Charlie Puth, Jung Kook, BTS",2022-10-06,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
THATS WHAT I WANT,83,4,track,143901,Lil Nas X,2021-09-17,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
MONTERO (Call Me By Your Name),81,1,track,137704,Lil Nas X,2021-09-17,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
INDUSTRY BABY (feat. Jack Harlow),79,3,track,212352,"Lil Nas X, Jack Harlow",2021-09-17,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
All About That Bass,75,2,track,187920,Meghan Trainor,2015-01-09,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
Dear Future Husband,77,3,track,184226,Meghan Trainor,2015-01-09,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
NO,79,3,track,213506,Meghan Trainor,2017-05-12,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
Made You Look,85,2,track,134256,Meghan Trainor,2022-10-21,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
"Soweto (with Don Toliver, Rema & Tempoe)",78,1,track,219500,"Victony, Rema, Tempoe, Don Toliver",2023-03-22,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Charm,77,10,track,204750,Rema,2023-04-27,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Calm Down,76,4,track,219668,Rema,2022-03-24,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
BUBALU,73,7,track,228186,"Feid, Rema",2023-09-29,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
West Coast,86,5,track,256760,Lana Del Rey,2014-01-01,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Young And Beautiful,88,1,track,236053,Lana Del Rey,2013-01-01,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Radio,77,8,track,214586,Lana Del Rey,2012-01-01,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Say Yes To Heaven,90,1,track,209156,Lana Del Rey,2023-05-19,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Summertime Sadness,79,11,track,264773,Lana Del Rey,2012-01-01,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
S91,81,4,track,173005,KAROL G,2023-08-10,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
AMARGURA,90,15,track,170480,KAROL G,2023-02-24,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Havana (feat. Young Thug),82,4,track,217306,"Camila Cabello, Young Thug",2018-01-12,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
Bam Bam (feat. Ed Sheeran),77,4,track,206070,"Camila Cabello, Ed Sheeran",2022-04-07,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
Shameless,86,1,track,219742,Camila Cabello,2019-12-06,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
Meet Me Halfway,72,3,track,284373,Black Eyed Peas,2009-01-01,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",True
Pump It,71,1,track,213066,Black Eyed Peas,2005-01-01,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",True
I Gotta Feeling,78,5,track,289133,Black Eyed Peas,2009-01-01,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",True
LA FAMA,79,3,track,188106,"ROSALÍA, The Weeknd",2022-03-18,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
LA NOCHE DE ANOCHE,81,5,track,203200,"Bad Bunny, ROSALÍA",2020-11-27,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
Besos Moja2,82,9,track,229064,"Wisin & Yandel, ROSALÍA",2022-12-01,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
DESPECHÁ,80,17,track,156787,ROSALÍA,2022-09-09,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
505,82,12,track,253586,Arctic Monkeys,2007-04-24,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
Boy With Luv (feat. Halsey),78,2,track,229773,"BTS, Halsey",2019-04-12,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Without Me,84,9,track,201660,Halsey,2020-01-17,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Closer,86,1,track,244960,"The Chainsmokers, Halsey",2016-07-29,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Leave Before You Love Me (with Jonas Brothers),85,1,track,154983,"Marshmello, Jonas Brothers",2021-05-21,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
HARLEY QUINN,87,15,track,143327,"Fuerza Regida, Marshmello",2023-10-20,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
El Merengue,89,1,track,189668,"Marshmello, Manuel Turizo",2023-03-03,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
LOKERA,80,18,track,197101,"Rauw Alejandro, Lyanno, Brray",2023-01-24,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
DILUVIO,84,12,track,197052,Rauw Alejandro,2023-07-07,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Desesperados,82,4,track,224996,"Rauw Alejandro, Chencho Corleone",2021-12-10,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
BESO,89,1,track,194543,"ROSALÍA, Rauw Alejandro",2023-03-24,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
family ties (with Kendrick Lamar),84,10,track,252262,"Baby Keem, Kendrick Lamar",2021-09-10,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
All The Stars (with SZA),86,2,track,232186,"Kendrick Lamar, SZA",2018-02-09,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
HUMBLE.,86,8,track,177000,Kendrick Lamar,2017-04-14,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
Money Trees,84,5,track,386906,"Kendrick Lamar, Jay Rock",2012,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
Super Bass,83,14,track,200013,Nicki Minaj,2010-11-22,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
Starships,77,10,track,210626,Nicki Minaj,2011-01-01,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
Beauty And A Beat,64,18,track,226613,"Justin Bieber, Nicki Minaj",2020-05-22,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
FE!N (feat. Playboi Carti),90,8,track,191700,"Travis Scott, Playboi Carti",2023-07-28,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",True
Thousand Miles,77,1,track,164781,The Kid LAROI,2022-04-22,The Kid LAROI,79,4841122,['australian hip hop'],True
WITHOUT YOU,79,7,track,161384,The Kid LAROI,2021-07-27,The Kid LAROI,79,4841122,['australian hip hop'],True
TOO MUCH,92,1,track,203894,"The Kid LAROI, Jung Kook, Central Cee",2023-10-19,The Kid LAROI,79,4841122,['australian hip hop'],True
Mercy,83,3,track,208733,Shawn Mendes,2017-04-20,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",True
Señorita,82,1,track,190799,"Shawn Mendes, Camila Cabello",2019-06-19,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",True
Stitches,78,2,track,206880,Shawn Mendes,2015-04-14,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",True
Treat You Better,88,4,track,187973,Shawn Mendes,2017-04-20,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",True
Elastic Heart,71,8,track,257200,Sia,2015-05-04,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",True
Cheap Thrills,72,6,track,211666,Sia,2016-10-21,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",True
Chandelier,73,1,track,216120,Sia,2015-05-04,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",True
Unstoppable,83,5,track,217746,Sia,2016-10-21,Sia,81,27113581,"['australian dance', 'australian pop', 'pop']",True
The Business,71,4,track,164000,Tiësto,2023-04-21,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",True
The Motto,73,2,track,164818,"Tiësto, Ava Max",2023-04-21,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",True
Lay Low,81,12,track,153442,Tiësto,2023-04-21,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",True
Low Life (feat. The Weeknd),84,10,track,313546,"Future, The Weeknd",2016-04-13,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",True
WAIT FOR U (feat. Drake & Tems),86,7,track,189893,"Future, Drake, Tems",2022-04-29,Future,87,15158016,"['atl hip hop', 'hip hop', 'rap', 'southern hip hop', 'trap']",True
XXX,69,3,track,124285,Kim Petras,2022-02-11,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",True
Treat Me Like A Slut,70,2,track,118153,Kim Petras,2022-02-11,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",True
Drums (Feat. Kim Petras),72,1,track,152400,"James Hype, Kim Petras",2023-10-06,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",True
Alone (with Nicki Minaj),65,2,track,185120,"Kim Petras, Nicki Minaj",2023-06-23,Kim Petras,73,998311,"['alt z', 'pop', 'transpop']",True
Se Preparó,80,3,track,188080,Ozuna,2017-08-25,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Taki Taki (feat. Selena Gomez & Cardi B),45,3,track,210733,"DJ Snake, Ozuna, Selena Gomez, Cardi B",2019-02-01,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Monotonía,82,1,track,158804,"Shakira, Ozuna",2022-10-19,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Diles,83,1,track,286040,"Bad Bunny, Ozuna, Farruko, Arcángel, Ñengo Flow, DJ Luian, Mambo Kingz",2016-08-26,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Hey Mor,87,9,track,196600,"Ozuna, Feid",2022-10-07,Ozuna,83,37816472,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Ella Me Levanto,81,6,track,209493,Daddy Yankee,2007-06-05,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",True
Despacito,82,9,track,229360,"Luis Fonsi, Daddy Yankee",2019-02-01,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",True
La Santa,83,4,track,206420,"Bad Bunny, Daddy Yankee",2020-02-29,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",True
Gasolina,85,5,track,192600,Daddy Yankee,2004-07-13,Daddy Yankee,83,33804366,"['latin hip hop', 'reggaeton', 'trap latino', 'urbano latino']",True
Hold Me Closer,64,1,track,202245,"Elton John, Britney Spears",2021-10-22,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",True
Your Song,82,1,track,241786,Elton John,1970-04-10,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",True
"Rocket Man (I Think It's Going To Be A Long, Long Time)",84,5,track,281613,Elton John,1972-05-19,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",True
Run,77,1,track,168259,OneRepublic,2021-08-27,OneRepublic,80,16390313,"['piano rock', 'pop']",True
Sunshine,81,1,track,163854,OneRepublic,2021-11-10,OneRepublic,80,16390313,"['piano rock', 'pop']",True
RUNAWAY,82,1,track,143264,OneRepublic,2023-05-26,OneRepublic,80,16390313,"['piano rock', 'pop']",True
Counting Stars,89,1,track,257265,OneRepublic,2013-01-01,OneRepublic,80,16390313,"['piano rock', 'pop']",True
QUE PRETENDES,81,4,track,222346,"J Balvin, Bad Bunny",2019-06-28,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
UN PESO,82,6,track,277106,"J Balvin, Bad Bunny, Marciano Cantero",2019-06-28,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
COLMILLO,75,10,track,265999,"Tainy, J Balvin, Young Miko, Jowell & Randy",2023-06-29,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
LA CANCIÓN,86,5,track,242573,"J Balvin, Bad Bunny",2019-06-28,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Firework,74,4,track,227893,Katy Perry,2010-01-01,Katy Perry,81,30086713,['pop'],True
Hot N Cold,73,7,track,220226,Katy Perry,2008-06-17,Katy Perry,81,30086713,['pop'],True
Last Friday Night (T.G.I.F.),78,2,track,230733,Katy Perry,2010-01-01,Katy Perry,81,30086713,['pop'],True
Dark Horse,83,6,track,215672,"Katy Perry, Juicy J",2013-01-01,Katy Perry,81,30086713,['pop'],True
Numb,81,1,track,155588,"Marshmello, Khalid",2022-06-10,Khalid,81,16167554,"['pop', 'pop r&b']",True
Silence,84,1,track,180822,"Marshmello, Khalid",2017-08-11,Khalid,81,16167554,"['pop', 'pop r&b']",True
Eastside (with Halsey & Khalid),82,1,track,170769,"benny blanco, Halsey, Khalid",2018-12-07,Khalid,81,16167554,"['pop', 'pop r&b']",True
Meant to Be (feat. Florida Georgia Line),76,14,track,164205,"Bebe Rexha, Florida Georgia Line",2018-06-22,Bebe Rexha,77,8608960,"['dance pop', 'pop']",True
In the Name of Love,83,1,track,195706,"Martin Garrix, Bebe Rexha",2016-07-29,Bebe Rexha,77,8608960,"['dance pop', 'pop']",True
Love In The Dark,79,8,track,285935,Adele,2015-11-20,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",True
Rolling in the Deep,83,1,track,228093,Adele,2011-01-24,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",True
Easy On Me,84,2,track,224694,Adele,2021-11-19,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",True
Set Fire to the Rain,83,5,track,242973,Adele,2011-01-24,Adele,83,52229537,"['british soul', 'pop', 'pop soul', 'uk pop']",True
everything i wanted,86,1,track,245425,Billie Eilish,2019-11-13,Billie Eilish,86,88246007,"['art pop', 'pop']",True
TV,87,1,track,281380,Billie Eilish,2022-07-21,Billie Eilish,86,88246007,"['art pop', 'pop']",True
Happier Than Ever,87,15,track,298899,Billie Eilish,2021-07-30,Billie Eilish,86,88246007,"['art pop', 'pop']",True
lovely (with Khalid),91,1,track,200185,"Billie Eilish, Khalid",2018-04-19,Billie Eilish,86,88246007,"['art pop', 'pop']",True
Dial Drunk (with Post Malone),86,1,track,213817,"Noah Kahan, Post Malone",2023-07-18,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",True
Circles,89,6,track,215280,Post Malone,2019-09-06,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",True
Chemical,88,1,track,184013,Post Malone,2023-04-14,Post Malone,86,42520568,"['dfw rap', 'melodic rap', 'pop', 'rap']",True
Bound 2,87,10,track,229146,Kanye West,2013-06-18,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
Father Stretch My Hands Pt. 1,88,2,track,135920,Kanye West,2016-06-10,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
I Wonder,88,4,track,243440,Kanye West,2007-09-11,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
Heartless,89,3,track,211000,Kanye West,2008-11-24,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
Flashing Lights,89,9,track,237506,"Kanye West, Dwele",2007-09-11,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
Trance (with Travis Scott & Young Thug),88,6,track,194786,"Metro Boomin, Travis Scott, Young Thug",2022-12-02,Metro Boomin,85,5947390,['rap'],True
Too Many Nights (feat. Don Toliver & with Future),89,3,track,199920,"Metro Boomin, Future, Don Toliver",2022-12-02,Metro Boomin,85,5947390,['rap'],True
Kiss Me More (feat. SZA),83,14,track,208666,"Doja Cat, SZA",2021-06-25,Doja Cat,87,27056797,"['dance pop', 'pop']",True
Woman,87,1,track,172626,Doja Cat,2021-06-25,Doja Cat,87,27056797,"['dance pop', 'pop']",True
I Like You (A Happier Song) (with Doja Cat),86,5,track,192840,"Post Malone, Doja Cat",2022-06-03,Doja Cat,87,27056797,"['dance pop', 'pop']",True
Agora Hills,81,9,track,265360,Doja Cat,2023-09-20,Doja Cat,87,27056797,"['dance pop', 'pop']",True
Paint The Town Red,89,1,track,230480,Doja Cat,2023-09-20,Doja Cat,87,27056797,"['dance pop', 'pop']",True
Single Ladies (Put a Ring on It),68,1,track,193213,Beyoncé,2008-11-14,Beyoncé,83,36174736,"['pop', 'r&b']",True
BREAK MY SOUL,77,6,track,278281,Beyoncé,2022-07-29,Beyoncé,83,36174736,"['pop', 'r&b']",True
Halo,68,2,track,261640,Beyoncé,2008-11-14,Beyoncé,83,36174736,"['pop', 'r&b']",True
Crazy In Love (feat. Jay-Z),81,1,track,236133,"Beyoncé, JAY-Z",2003-06-24,Beyoncé,83,36174736,"['pop', 'r&b']",True
CUFF IT,85,4,track,225388,Beyoncé,2022-07-29,Beyoncé,83,36174736,"['pop', 'r&b']",True
Sugar,83,5,track,235493,Maroon 5,2014-09-02,Maroon 5,82,41534296,['pop'],True
Memories,86,11,track,189486,Maroon 5,2021-06-11,Maroon 5,82,41534296,['pop'],True
Maps,87,1,track,189960,Maroon 5,2014-09-02,Maroon 5,82,41534296,['pop'],True
Payphone,74,2,track,231386,"Maroon 5, Wiz Khalifa",2012-01-01,Maroon 5,82,41534296,['pop'],True
Nostálgico,78,1,track,209883,"Rvssian, Rauw Alejandro, Chris Brown",2021-09-08,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",True
Forever,79,1,track,278573,Chris Brown,2008-04-29,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",True
No Guidance (feat. Drake),80,11,track,260640,"Chris Brown, Drake",2019-06-28,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",True
Under The Influence,88,3,track,184613,Chris Brown,2019-10-04,Chris Brown,83,20691782,"['pop rap', 'r&b', 'rap']",True
People You Know,81,7,track,194900,Selena Gomez,2020-01-10,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",True
Lose You To Love Me,83,4,track,206458,Selena Gomez,2020-01-10,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",True
Calm Down (with Selena Gomez),81,22,track,239317,"Rema, Selena Gomez",2023-04-27,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",True
Dangerous Woman,73,2,track,235946,Ariana Grande,2016-05-20,Ariana Grande,85,94489318,['pop'],True
7 rings,86,10,track,178626,Ariana Grande,2019-02-08,Ariana Grande,85,94489318,['pop'],True
One Last Time,85,3,track,197266,Ariana Grande,2014-08-25,Ariana Grande,85,94489318,['pop'],True
BABY HELLO,79,14,track,222461,"Rauw Alejandro, Bizarrap",2023-07-07,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",True
Fruto,91,4,track,132294,"Bizarrap, Milo j",2023-10-04,Bizarrap,84,13073464,"['argentine hip hop', 'pop venezolano', 'trap argentino', 'trap latino', 'urbano latino']",True
Bad Romance,85,1,track,294573,Lady Gaga,2009-11-05,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",True
Always Remember Us This Way,84,9,track,210200,Lady Gaga,2018-10-05,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",True
Just Dance,78,1,track,241933,"Lady Gaga, Colby O'Donis",2008-01-01,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",True
Poker Face,79,4,track,237200,Lady Gaga,2008-01-01,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",True
Shallow,86,12,track,215733,"Lady Gaga, Bradley Cooper",2018-10-05,Lady Gaga,82,28321662,"['art pop', 'dance pop', 'pop']",True
Thunder,88,10,track,187146,Imagine Dragons,2017-06-23,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",True
Believer,90,4,track,204346,Imagine Dragons,2017-06-23,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",True
Demons,77,4,track,175200,Imagine Dragons,2012-09-04,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",True
Bones,86,1,track,165264,Imagine Dragons,2022-07-01,Imagine Dragons,84,50820618,"['modern rock', 'pop', 'rock']",True
Talking to the Moon,84,7,track,217866,Bruno Mars,2010-10-05,Bruno Mars,86,51858271,"['dance pop', 'pop']",True
When I Was Your Man,90,6,track,213826,Bruno Mars,2012-12-07,Bruno Mars,86,51858271,"['dance pop', 'pop']",True
Just the Way You Are,87,2,track,220734,Bruno Mars,2010-10-05,Bruno Mars,86,51858271,"['dance pop', 'pop']",True
Locked out of Heaven,91,2,track,233478,Bruno Mars,2012-12-07,Bruno Mars,86,51858271,"['dance pop', 'pop']",True
This Is What You Came For,85,1,track,222160,"Calvin Harris, Rihanna",2016-04-29,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",True
Miracle (with Ellie Goulding),86,1,track,186496,"Calvin Harris, Ellie Goulding",2023-03-10,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",True
One Kiss (with Dua Lipa),87,1,track,214846,"Calvin Harris, Dua Lipa",2018-04-06,Calvin Harris,82,23408452,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'pop dance', 'progressive house', 'uk dance']",True
A Sky Full of Stars,87,8,track,267866,Coldplay,2014-05-19,Coldplay,85,47803752,"['permanent wave', 'pop']",True
Sparks,88,4,track,227093,Coldplay,2000-07-10,Coldplay,85,47803752,"['permanent wave', 'pop']",True
Something Just Like This,88,5,track,247160,"The Chainsmokers, Coldplay",2017-04-07,Coldplay,85,47803752,"['permanent wave', 'pop']",True
Viva La Vida,88,7,track,242373,Coldplay,2008-05-26,Coldplay,85,47803752,"['permanent wave', 'pop']",True
Yellow,92,5,track,266773,Coldplay,2000-07-10,Coldplay,85,47803752,"['permanent wave', 'pop']",True
Calling For You (feat. 21 Savage),85,3,track,285630,"Drake, 21 Savage",2023-10-06,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",True
Glock In My Lap,87,3,track,193591,"21 Savage, Metro Boomin",2020-10-02,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",True
Rich Flex,88,1,track,239359,"Drake, 21 Savage",2022-11-04,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",True
Jimmy Cooks (feat. 21 Savage),90,14,track,218364,"Drake, 21 Savage",2022-06-17,21 Savage,87,15351817,"['atl hip hop', 'hip hop', 'rap']",True
FINA,93,3,track,216327,"Bad Bunny, Young Miko",2023-10-13,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",True
WHERE SHE GOES,85,17,track,231704,Bad Bunny,2023-10-13,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",True
UN PREVIEW,87,22,track,165582,Bad Bunny,2023-10-13,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",True
PERRO NEGRO,97,19,track,162767,"Bad Bunny, Feid",2023-10-13,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",True
MONACO,98,2,track,267194,Bad Bunny,2023-10-13,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",True
Sign of the Times,85,2,track,340706,Harry Styles,2017-05-12,Harry Styles,83,29970267,['pop'],True
Adore You,86,3,track,207133,Harry Styles,2019-12-13,Harry Styles,83,29970267,['pop'],True
Late Night Talking,86,2,track,177954,Harry Styles,2022-05-20,Harry Styles,83,29970267,['pop'],True
Watermelon Sugar,89,2,track,174000,Harry Styles,2019-12-13,Harry Styles,83,29970267,['pop'],True
As It Was,95,4,track,167303,Harry Styles,2022-05-20,Harry Styles,83,29970267,['pop'],True
Superman,87,13,track,350320,"Eminem, Dina Rae",2002-05-26,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",True
The Real Slim Shady,88,8,track,284200,Eminem,2000-05-23,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",True
Lose Yourself,80,6,track,326466,Eminem,2005-12-06,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",True
Without Me,90,10,track,290320,Eminem,2002-05-26,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",True
Mockingbird,90,16,track,250760,Eminem,2004-11-12,Eminem,87,77926307,"['detroit hip hop', 'hip hop', 'rap']",True
bad guy,65,18,track,194839,"Billie Eilish, Justin Bieber",2021-08-18,Justin Bieber,86,74403685,"['canadian pop', 'pop']",True
Love Yourself,86,5,track,233720,Justin Bieber,2015-11-13,Justin Bieber,86,74403685,"['canadian pop', 'pop']",True
Beauty And A Beat,82,10,track,227986,"Justin Bieber, Nicki Minaj",2012-01-01,Justin Bieber,86,74403685,"['canadian pop', 'pop']",True
Ghost,89,11,track,153190,Justin Bieber,2021-03-19,Justin Bieber,86,74403685,"['canadian pop', 'pop']",True
STAY (with Justin Bieber),85,3,track,141805,"The Kid LAROI, Justin Bieber",2021-07-27,Justin Bieber,86,74403685,"['canadian pop', 'pop']",True
Virginia Beach,88,1,track,251094,Drake,2023-10-06,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",True
