name,popularity,track_number,type,duration_ms,artists_list,release_date,artist_name,artist_popularity,artist_followers,artist_genres,artist_main_artist
Unstable (feat. The Kid LAROI),68,6,track,158324,"Justin Bieber,The Kid LAROI",2021-03-19,Justin Bieber,86,74403685,"['canadian pop', 'pop']",True
GO (feat. Juice WRLD),73,7,track,181688,"The Kid LAROI,Juice WRLD",2021-07-27,The Kid LAROI,79,4841122,['australian hip hop'],True
MY EYES,88,4,track,251249,Travis Scott,2023-07-28,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",True
HIGHEST IN THE ROOM,84,1,track,175720,Travis Scott,2019-10-04,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",True
sdp interlude,83,6,track,191622,Travis Scott,2016-09-16,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",True
Love Galore (feat. Travis Scott),80,2,track,275080,"SZA,Travis Scott",2017-06-09,SZA,87,15504565,"['pop', 'r&b', 'rap']",True
SKELETONS,78,7,track,145588,Travis Scott,2018-08-03,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",True
5% TINT,81,9,track,196138,Travis Scott,2018-08-03,Travis Scott,90,24895140,"['hip hop', 'rap', 'slap house']",True
Red Ruby Da Sleeze,77,1,track,214445,Nicki Minaj,2023-03-03,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
Last Time I Saw You,80,1,track,216347,Nicki Minaj,2023-09-01,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
Tusa,78,1,track,200960,"KAROL G,Nicki Minaj",2019-11-07,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Where Them Girls At (feat. Nicki Minaj & Flo Rida),75,10,track,194840,"David Guetta,Flo Rida,Nicki Minaj",2012-12-07,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",True
Va Va Voom,75,20,track,183560,Nicki Minaj,2012-01-01,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
Monster,74,6,track,378893,"Kanye West,JAY-Z,Rick Ross,Nicki Minaj,Bon Iver",2010-11-22,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
Only,67,6,track,312026,"Nicki Minaj,Drake,Lil Wayne,Chris Brown",2014-12-15,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
Make Me Proud,71,10,track,219893,"Drake,Nicki Minaj",2011-11-15,Drake,95,81345795,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",True
The Night Is Still Young,67,13,track,227560,Nicki Minaj,2014-12-15,Nicki Minaj,84,29877494,"['hip pop', 'pop', 'queens hip hop', 'rap']",True
N95,81,2,track,195950,Kendrick Lamar,2022-05-13,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
PRIDE.,85,7,track,275253,Kendrick Lamar,2017-04-14,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
DNA.,82,2,track,185946,Kendrick Lamar,2017-04-14,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
Die Hard,78,4,track,239026,"Kendrick Lamar,Blxst,Amanda Reifer",2022-05-13,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
King Kunta,77,3,track,234693,Kendrick Lamar,2015-03-16,Kendrick Lamar,86,25786424,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",True
Party,81,11,track,227628,"Bad Bunny,Rauw Alejandro",2022-05-06,Bad Bunny,96,76065976,"['reggaeton', 'trap latino', 'urbano latino']",True
Todo De Ti,79,1,track,199604,Rauw Alejandro,2021-05-20,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
PUNTO 40,76,2,track,190654,"Rauw Alejandro,Baby Rasta",2023-01-24,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Elegí,74,1,track,197721,"Rauw Alejandro,Dalex,Lenny Tavárez,Dímelo Flow",2020-03-26,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Te Felicito,82,1,track,172235,"Shakira,Rauw Alejandro",2022-04-21,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",True
Fantasias,76,1,track,199711,"Rauw Alejandro,Farruko",2019-08-29,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Dile a El,76,1,track,209540,Rauw Alejandro,2020-11-13,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
La Old Skul,74,11,track,214857,Rauw Alejandro,2021-12-10,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",True
Alcohol,62,1,track,171841,"Marshmello,Anuel AA",2023-11-01,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
Wolves,80,1,track,197993,"Selena Gomez,Marshmello",2017-10-25,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",True
Tempo,78,1,track,107906,"Marshmello,Young Miko",2023-08-17,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
Fell In Love,78,1,track,121283,"Marshmello,Brent Faiyaz",2023-05-05,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
Here With Me,76,1,track,156346,"Marshmello,CHVRCHES",2019-03-08,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
Alone,73,1,track,273802,Marshmello,2016-05-13,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
Shockwave,65,12,track,181283,Marshmello,2021-06-11,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
Could Have Been Me,74,12,track,148732,Halsey,2021-12-17,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Sorry,74,7,track,220540,Halsey,2017-06-02,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Gasoline,74,13,track,199593,Halsey,2015-08-28,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Die 4 Me,69,1,track,215021,Halsey,2023-02-24,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Colors,71,6,track,249499,Halsey,2015-08-28,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Nightmare,67,1,track,231998,Halsey,2019-05-17,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Castle,67,1,track,277623,Halsey,2015-08-28,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Body Paint,65,1,track,290584,Arctic Monkeys,2022-09-29,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
Fluorescent Adolescent,81,5,track,183893,Arctic Monkeys,2007-04-22,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
Stop The World I Wanna Get Off With You,74,2,track,191040,Arctic Monkeys,2013-09-02,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
Cornerstone,72,7,track,197973,Arctic Monkeys,2009-08-20,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
Arabella,80,4,track,207356,Arctic Monkeys,2013-09-09,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
Fake Tales Of San Francisco,68,3,track,177946,Arctic Monkeys,2006-01-29,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",True
TUYA,77,1,track,154551,ROSALÍA,2023-06-08,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
LLYLM,74,1,track,174044,ROSALÍA,2023-01-27,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
Lo Vas A Olvidar (with ROSALÍA),65,1,track,203464,"Billie Eilish,ROSALÍA",2021-01-21,Billie Eilish,86,88246007,"['art pop', 'pop']",True
PROMESA,63,3,track,196426,"ROSALÍA,Rauw Alejandro",2023-03-24,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",True
Pump It Louder,71,1,track,158571,"Tiësto,Black Eyed Peas",2022-10-07,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",True
RITMO (Bad Boys For Life),73,1,track,221714,"Black Eyed Peas,J Balvin",2019-10-12,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",True
Boom Boom Pow,72,1,track,251440,Black Eyed Peas,2009-01-01,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",True
Hey Mama,64,4,track,214893,Black Eyed Peas,2003-06-24,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",True
Never Be the Same,75,1,track,226973,Camila Cabello,2018-01-12,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
I Know What You Did Last Summer,75,13,track,223853,"Shawn Mendes,Camila Cabello",2015-04-14,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",True
Hasta Los Dientes,64,8,track,188560,"Camila Cabello,Maria Becerra",2022-04-08,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
Consequences,66,6,track,178466,Camila Cabello,2018-01-12,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
psychofreak (feat. WILLOW),61,3,track,201495,"Camila Cabello,WILLOW",2022-04-08,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
First Man,61,14,track,228758,Camila Cabello,2019-12-06,Camila Cabello,77,31877634,"['dance pop', 'pop']",True
DISPO,83,9,track,193961,"KAROL G,Young Miko",2023-08-11,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
SEJODIOTO,77,1,track,181106,KAROL G,2021-09-21,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
PROVENZA,85,12,track,207626,KAROL G,2023-02-24,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
GATÚBELA,77,1,track,209160,"KAROL G,Maldy",2022-08-26,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Pretty When You Cry,80,7,track,234146,Lana Del Rey,2014-01-01,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Margaret (feat. Bleachers),76,13,track,339890,"Lana Del Rey,Bleachers",2023-03-24,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Born To Die,78,1,track,285400,Lana Del Rey,2012-01-01,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Chemtrails Over The Country Club,81,2,track,271176,Lana Del Rey,2021-03-19,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
Norman fucking Rockwell,79,1,track,248934,Lana Del Rey,2019-08-30,Lana Del Rey,88,29276034,"['art pop', 'pop']",True
BUBALU,81,1,track,228253,"Feid,Rema",2023-09-22,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Dumebi,69,3,track,179775,Rema,2019-03-22,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Fame - A COLORS ENCORE,65,1,track,111074,Rema,2020-05-21,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
HOV,50,21,track,138750,Rema,2023-04-27,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Woman,61,1,track,238911,Rema,2020-07-02,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Bad Commando,53,1,track,105002,Rema,2019-10-04,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Ginger Me,54,1,track,205892,Rema,2020-06-18,Rema,76,3401997,"['afrobeats', 'nigerian pop']",True
Mother,71,1,track,147481,Meghan Trainor,2023-03-10,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
Genetics (feat. Pussycat Dolls),56,10,track,177816,"Meghan Trainor,The Pussycat Dolls",2020-01-31,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
All The Ways,50,1,track,175223,Meghan Trainor,2018-06-21,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
Nice to Meet Ya (feat. Nicki Minaj),54,2,track,197003,"Meghan Trainor,Nicki Minaj",2020-01-31,Meghan Trainor,74,14121696,"['hip pop', 'pop']",True
Old Town Road,77,8,track,113000,Lil Nas X,2019-06-21,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
TALES OF DOMINICA,64,10,track,146005,Lil Nas X,2021-09-17,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
SCOOP (feat. Doja Cat),66,6,track,174164,"Lil Nas X,Doja Cat",2021-09-17,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
DONT WANT IT,62,13,track,130925,Lil Nas X,2021-09-17,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
Bring U Down,52,6,track,131706,Lil Nas X,2019-06-21,Lil Nas X,74,12476410,['lgbtq+ hip hop'],True
The Planet,73,1,track,178156,BTS,2023-05-12,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),66,1,track,180925,"Halsey,SUGA",2023-06-05,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",True
Boy With Luv (Feat. Halsey),66,2,track,229773,"BTS,Halsey",2020-02-21,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
DNA,67,4,track,223122,BTS,2018-08-24,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
FAKE LOVE,77,2,track,242333,BTS,2018-05-18,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
Yet To Come,75,19,track,193593,BTS,2022-06-10,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
Butter,78,18,track,164952,BTS,2022-06-10,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",True
Worth It.,62,13,track,246813,RAYE,2023-02-03,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Regardless,61,3,track,197573,"RAYE,Rudimental",2020-11-20,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Mother Nature,64,1,track,235644,"RAYE,Hans Zimmer",2023-10-27,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Ice Cream Man.,61,8,track,248733,RAYE,2023-02-03,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
Love Of Your Life,54,1,track,196170,RAYE,2020-11-06,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",True
How Long,80,4,track,200853,Charlie Puth,2018-05-11,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
Lipstick,73,1,track,208421,Charlie Puth,2023-08-18,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
Done for Me (feat. Kehlani),71,5,track,180493,"Charlie Puth,Kehlani",2018-05-11,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
Marvin Gaye (feat. Meghan Trainor),73,3,track,190453,"Charlie Puth,Meghan Trainor",2016-01-29,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
I Warned Myself,59,1,track,159782,Charlie Puth,2019-08-21,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
Girlfriend,59,1,track,177438,Charlie Puth,2020-06-23,Charlie Puth,79,21620546,"['pop', 'viral pop']",True
After All,52,4,track,208714,"Elton John,Charlie Puth",2021-10-22,Elton John,80,12420077,"['glam rock', 'mellow gold', 'piano rock', 'rock']",True
Perfect,81,3,track,230333,One Direction,2015-11-13,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Drag Me Down,81,2,track,192120,One Direction,2015-11-13,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Gotta Be You,64,2,track,244506,One Direction,2012-05-25,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Little Things,76,3,track,219040,One Direction,2012-11-12,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Midnight Memories,69,4,track,176320,One Direction,2013-11-25,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
One Thing,75,3,track,197600,One Direction,2012-05-25,One Direction,81,33690694,"['boy band', 'pop', 'post-teen pop', 'talent show']",True
Moonlight,84,3,track,135090,XXXTENTACION,2018-03-16,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
BAD!,77,5,track,94245,XXXTENTACION,2018-12-07,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
True Love,77,1,track,148571,"Kanye West,XXXTENTACION",2022-05-27,Kanye West,88,21786460,"['chicago rap', 'hip hop', 'rap']",True
changes,80,15,track,121886,XXXTENTACION,2018-03-16,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
YuNg BrAtZ,76,6,track,101851,XXXTENTACION,2017-05-16,XXXTENTACION,83,43388933,"['emo rap', 'miami hip hop']",True
Young Right Now,70,1,track,186140,"Robin Schulz,Dennis Lloyd",2021-11-12,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
Smash My Heart,67,1,track,170706,Robin Schulz,2023-07-14,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
OK,66,1,track,189306,"Robin Schulz,James Blunt",2017-05-19,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
All We Got (feat. KIDDO),63,1,track,190218,"Robin Schulz,KIDDO",2020-10-16,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
Show Me Love,60,5,track,255959,"Robin Schulz,Richard Judge",2015-09-25,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
Alane,58,1,track,175016,"Robin Schulz,Wes",2020-06-19,Robin Schulz,75,3096894,"['deep euro house', 'deep house', 'edm', 'german dance', 'pop dance', 'tropical house']",True
Miss You,75,1,track,206000,"Oliver Tree,Robin Schulz",2022-08-05,Oliver Tree,71,2361006,['alternative hip hop'],True
Lost,76,1,track,199342,Linkin Park,2023-02-10,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
VISTA AL MAR,75,1,track,180672,Quevedo,2022-09-09,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
CHORRITO PA LAS ANIMAS,85,2,track,168133,Feid,2022-12-02,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
FERXXO 30,83,1,track,173760,Feid,2023-09-29,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Normal,84,14,track,171880,Feid,2022-09-14,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
FERXXO 151,82,1,track,195653,"Feid,ICON",2023-08-25,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
LUCES DE TECNO,82,11,track,164293,Feid,2023-09-29,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Get the Party Started,74,1,track,192533,P!nk,2001,P!nk,78,16006100,"['dance pop', 'pop']",True
Just Like a Pill,72,7,track,236600,P!nk,2001,P!nk,78,16006100,"['dance pop', 'pop']",True
TRUSTFALL,79,1,track,237200,P!nk,2023-01-27,P!nk,78,16006100,"['dance pop', 'pop']",True
Runaway,70,7,track,162800,P!nk,2023-02-17,P!nk,78,16006100,"['dance pop', 'pop']",True
Dreaming,76,1,track,170261,"Marshmello,P!nk,Sting",2023-10-20,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
traitor,88,2,track,229226,Olivia Rodrigo,2021-05-21,Olivia Rodrigo,87,29516782,['pop'],True
happier,87,8,track,175933,Olivia Rodrigo,2021-05-21,Olivia Rodrigo,87,29516782,['pop'],True
the grudge,87,10,track,189386,Olivia Rodrigo,2023-09-08,Olivia Rodrigo,87,29516782,['pop'],True
"jealousy, jealousy",85,9,track,173160,Olivia Rodrigo,2021-05-21,Olivia Rodrigo,87,29516782,['pop'],True
brutal,82,1,track,143746,Olivia Rodrigo,2021-05-21,Olivia Rodrigo,87,29516782,['pop'],True
Here We Go Again,68,1,track,164541,"Oliver Tree,David Guetta",2023-03-03,Oliver Tree,71,2361006,['alternative hip hop'],True
Essence (feat. Super Computer),65,3,track,168359,"Oliver Tree,Super Computer",2023-09-29,Oliver Tree,71,2361006,['alternative hip hop'],True
Alien Boy,67,7,track,164312,Oliver Tree,2020-07-17,Oliver Tree,71,2361006,['alternative hip hop'],True
La Bachata,86,1,track,162637,Manuel Turizo,2022-05-26,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
La Nota,71,1,track,216107,"Manuel Turizo,Rauw Alejandro,Myke Towers",2020-10-08,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Éxtasis,66,1,track,191606,"Manuel Turizo,Maria Becerra",2022-10-27,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
ojos. labios. cara.,67,1,track,173114,Manuel Turizo,2023-10-25,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Amor en Coma,64,1,track,199881,"Manuel Turizo,Maluma",2021-04-08,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Jamaica,62,4,track,187677,"Manuel Turizo,Beéle",2023-03-17,Manuel Turizo,80,13160734,"['colombian pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Drunk in Love (feat. Jay-Z),75,3,track,323480,"Beyoncé,JAY-Z",2014-11-24,Beyoncé,83,36174736,"['pop', 'r&b']",True
Otis,74,4,track,178213,"JAY-Z,Kanye West,Otis Redding",2011-08-08,JAY-Z,81,8684627,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",True
P.Y.T. (Pretty Young Thing),73,8,track,239026,Michael Jackson,1982-11-30,Michael Jackson,80,29172879,"['r&b', 'soul']",True
Black or White,71,8,track,254933,Michael Jackson,1991-11-13,Michael Jackson,80,29172879,"['r&b', 'soul']",True
Off the Wall,68,5,track,246000,Michael Jackson,1979-08-10,Michael Jackson,80,29172879,"['r&b', 'soul']",True
Bleed It Out,59,4,track,164760,Linkin Park,2007-05-14,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
Somewhere I Belong,77,3,track,213933,Linkin Park,2003-03-24,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
Papercut,79,1,track,184866,Linkin Park,2000-10-24,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
One More Light,76,9,track,255066,Linkin Park,2017-05-19,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
Leave Out All The Rest,56,3,track,209306,Linkin Park,2007-05-14,Linkin Park,82,24598571,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",True
Esta Vida,77,1,track,209135,"Marshmello,Farruko",2023-04-13,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",True
6 AM,70,5,track,243226,"J Balvin,Farruko",2013-09-29,J Balvin,83,37770548,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
PERO TÚ,80,3,track,183480,"KAROL G,Quevedo",2023-02-24,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
VISTA AL MAR,81,4,track,180672,Quevedo,2023-01-20,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
Piel de Cordero,72,1,track,213647,"Quevedo,La Pantera",2021-08-07,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
No Me digas Nada,68,1,track,148386,Quevedo,2020-11-09,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
YANKEE,77,3,track,194400,Quevedo,2023-01-20,Quevedo,83,3204459,"['rap canario', 'trap latino', 'urbano latino']",True
Flooded The Face,81,1,track,192727,Lil Uzi Vert,2023-06-30,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
The Way Life Goes (feat. Oh Wonder),82,5,track,221746,"Lil Uzi Vert,Oh Wonder",2017-08-25,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
Aye (feat. Travis Scott),76,3,track,207835,"Lil Uzi Vert,Travis Scott",2023-06-30,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
Erase Your Social,74,8,track,199993,Lil Uzi Vert,2016-08-10,Lil Uzi Vert,83,16109052,"['hip hop', 'melodic rap', 'philly rap', 'rage rap', 'rap']",True
Sobrio,76,1,track,201180,Maluma,2021-07-08,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Créeme,73,1,track,212493,"KAROL G,Maluma",2018-11-02,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Chantaje (feat. Maluma),78,3,track,195840,"Shakira,Maluma",2017-05-26,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",True
El Perdedor,77,3,track,206693,Maluma,2015-10-30,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
HP,74,2,track,184435,Maluma,2019-05-17,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
Mojando Asientos (feat. Feid),72,1,track,252162,"Maluma,Feid",2022-03-24,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
La Fórmula,69,1,track,267016,"Maluma,Marc Anthony",2023-02-01,Maluma,83,34427112,"['latin pop', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",True
All We Know,72,1,track,194080,"The Chainsmokers,Phoebe Ryan",2016-09-29,The Chainsmokers,77,20390037,['pop'],True
Think Of Us,71,2,track,170616,"The Chainsmokers,GRACEY",2023-10-20,The Chainsmokers,77,20390037,['pop'],True
The Fall,65,15,track,196021,"The Chainsmokers,Ship Wrek",2022-06-08,The Chainsmokers,77,20390037,['pop'],True
Family,61,2,track,194826,"The Chainsmokers,Kygo",2019-12-06,The Chainsmokers,77,20390037,['pop'],True
